sim_type,pulse_shape,bin_width_ms,peak_amplitude,position,angle,trigger,sim_det,base_det,analysis_det,num_analysis_det,background_level,total_sim,successful_runs,failed_runs,median_mvt_ms,mvt_err_lower,mvt_err_upper,all_median_mvt_ms,all_mvt_err_lower,all_mvt_err_upper,mean_src_counts,mean_bkgd_counts,mean_src_counts_total,mean_src_counts_template,mean_src_counts_feature,mean_bkgd_counts_feature_local,mean_back_avg_cps,MVT_snr,MVT_snr_position,S_flu,S_flu_total,S_flu_template,S_flu_feature_avg,S_flu_feature_local,S16,S32,S64,S128,S16_total,S32_total,S64_total,S128_total,S16_template,S32_template,S64_template,S128_template,S16_feature,S32_feature,S64_feature,S128_feature,sigma,center_time,width,peak_time_ratio,start_time,rise_time,decay_time
function,gaussian,0.1,10.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,211,89,73.216,13.0506,13.2584,72.799,30.097,13.8676,2506.62,599.06,-999,-999,-999,-999,999.23,89.77,-999,102.38,-999,-999,-999,-999,12.49,17.18,23.57,32.87,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,0.3,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,66,234,334.8945,147.9033,423.9963,1140.625,824.7214,2885.7388,78.03,599.36,-999,-999,-999,-999,999.63,21.98,-999,3.19,-999,-999,-999,-999,2.54,2.7,2.87,3.23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,5.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,210,90,85.766,16.6533,10.2527,85.372,35.6208,14.9888,1252.98,599.17,-999,-999,-999,-999,999.37,52.33,-999,51.17,-999,-999,-999,-999,8.66,11.75,15.98,22.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,200.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,245,55,72.698,0.1678,0.1429,72.655,15.4443,0.1733,50125.26,599.17,-999,-999,-999,-999,999.37,1671.04,-999,2047.12,-999,-999,-999,-999,56.6,79.44,109.79,154.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,0.2,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,31,269,511.507,338.9542,647.451,1307.414,832.2292,3726.3727,49.68,599.48,-999,-999,-999,-999,999.79,24.7,-999,2.03,-999,-999,-999,-999,2.41,2.52,2.51,2.59,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,0.1,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,11,289,1005.614,815.6322,381.5848,1382.7585,1179.965,3934.5028,24.27,598.91,-999,-999,-999,-999,999.11,33.04,-999,0.99,-999,-999,-999,-999,2.36,2.33,2.36,2.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,50.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,225,75,72.616,0.5208,0.4214,72.5035,38.0179,0.5207,12525.43,598.79,-999,-999,-999,-999,998.85,424.97,-999,511.68,-999,-999,-999,-999,28.33,39.56,54.53,76.51,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,1.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,219,81,140.523,40.2214,28.7395,143.0155,41.8871,56.525,250.94,598.79,-999,-999,-999,-999,998.86,22.04,-999,10.25,-999,-999,-999,-999,3.68,4.53,5.78,7.61,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,2.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,211,89,102.24,31.994,19.7858,102.257,34.9108,24.2631,502.5,598.86,-999,-999,-999,-999,998.94,29.39,-999,20.53,-999,-999,-999,-999,5.32,6.9,9.18,12.49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,300.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,243,57,72.696,0.1158,0.1093,72.6665,38.179,0.124,75207.74,598.99,-999,-999,-999,-999,999.12,2502.8,-999,3071.87,-999,-999,-999,-999,69.3,97.32,134.62,189.12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,100.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,229,71,72.692,0.2901,0.237,72.5765,35.4113,0.3063,25061.01,599.4,-999,-999,-999,-999,999.83,840.1,-999,1023.28,-999,-999,-999,-999,40.07,56.13,77.49,108.83,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,0.5,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,154,146,203.81,60.838,81.7667,285.946,114.3568,630.5369,126.85,599.4,-999,-999,-999,-999,999.86,19.83,-999,5.18,-999,-999,-999,-999,2.81,3.11,3.67,4.51,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,20.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,214,86,72.6965,12.8013,13.2816,72.407,29.7744,13.5298,5010.39,599.2,-999,-999,-999,-999,999.48,174.79,-999,204.62,-999,-999,-999,-999,17.82,24.75,34.03,47.67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,500.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,273,27,72.723,0.0975,0.0825,72.708,0.1203,0.0933,125327.2,598.83,-999,-999,-999,-999,998.87,4164.08,-999,5119.76,-999,-999,-999,-999,89.43,125.69,173.91,244.32,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,1000.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,300,0,21.755,0.035,0.0362,21.755,0.035,0.0362,75186.94,179.44,-999,-999,-999,-999,999.54,4566.41,-999,5606.85,-999,-999,-999,-999,124.24,174.4,222.71,232.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,1000.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,288,12,72.745,0.0581,0.0571,72.742,0.0693,0.059,250653.74,598.11,-999,-999,-999,-999,997.68,8318.81,-999,10245.48,-999,-999,-999,-999,126.37,177.77,246.07,345.66,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,100.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,0.5,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,206,94,442.5395,125.7481,147.2451,496.693,149.4283,187.4972,376.8,1799.34,-999,-999,-999,-999,999.92,29.43,-999,8.88,-999,-999,-999,-999,3.11,3.5,4.13,5.04,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,300.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,2.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,189,111,256.751,69.7457,46.7997,254.092,108.0902,50.2899,1505.9,1798.2,-999,-999,-999,-999,999.3,46.38,-999,35.51,-999,-999,-999,-999,5.67,7.31,9.69,13.14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,300.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,1.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,194,106,305.0575,88.7737,69.1363,307.856,91.782,110.5558,752.45,1798.69,-999,-999,-999,-999,999.57,34.15,-999,17.74,-999,-999,-999,-999,4.07,5.01,6.29,8.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,300.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,0.3,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,161,139,597.563,227.9008,254.4864,780.084,338.7792,1357.6257,227.39,1800.2,-999,-999,-999,-999,1000.39,30.7,-999,5.36,-999,-999,-999,-999,2.78,2.97,3.26,3.71,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,300.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,0.1,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,31,269,2419.301,1241.1468,1186.0934,4574.321,2846.6162,11042.5319,77.81,1802.23,-999,-999,-999,-999,1001.55,50.92,-999,1.83,-999,-999,-999,-999,2.69,2.59,2.74,2.72,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,300.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,0.2,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,84,216,1097.5185,496.2172,1156.4376,2445.225,1517.8554,5516.7317,149.17,1798.19,-999,-999,-999,-999,999.28,36.52,-999,3.52,-999,-999,-999,-999,2.68,2.7,2.8,3.03,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,300.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,3.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,169,131,254.32,43.88,5.2366,251.7585,110.3518,28.6011,2260.13,1797.73,-999,-999,-999,-999,999.03,62.43,-999,53.3,-999,-999,-999,-999,6.91,9.18,12.41,16.98,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,300.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,20.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,209,91,217.059,1.3374,37.6768,216.474,137.2555,37.9105,15043.71,1798.78,-999,-999,-999,-999,999.6,303.15,-999,354.66,-999,-999,-999,-999,18.18,25.15,35.09,49.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,300.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,5.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,187,113,253.739,40.6698,2.7895,224.756,115.0798,32.3662,3758.42,1797.67,-999,-999,-999,-999,998.98,93.22,-999,88.63,-999,-999,-999,-999,9.05,12.14,16.64,23.01,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,300.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,50.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,215,85,217.175,0.5746,0.5218,216.9075,149.445,0.6355,37600.09,1799.4,-999,-999,-999,-999,999.96,735.98,-999,886.28,-999,-999,-999,-999,28.64,40.02,56.1,78.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,300.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,100.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,221,79,217.162,0.3748,0.4668,217.0205,143.2791,0.4455,75195.71,1799.44,-999,-999,-999,-999,999.97,1456.15,-999,1772.45,-999,-999,-999,-999,40.39,56.61,79.58,112.09,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,300.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,10.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,195,105,217.932,3.9008,37.5054,215.781,130.002,39.5222,7515.41,1797.39,-999,-999,-999,-999,998.83,158.87,-999,177.25,-999,-999,-999,-999,12.81,17.55,24.33,33.91,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,300.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,200.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,252,48,217.196,0.2629,0.196,217.143,0.6428,0.224,150392.47,1799.19,-999,-999,-999,-999,999.81,2898.18,-999,3545.21,-999,-999,-999,-999,56.96,80.05,112.67,158.87,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,300.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,300.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,263,37,217.23,0.181,0.1532,217.204,0.3194,0.1646,225585.25,1799.19,-999,-999,-999,-999,999.84,4340.51,-999,5317.65,-999,-999,-999,-999,69.67,98.02,138.1,194.77,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,300.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,500.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,284,16,217.247,0.145,0.1382,217.2325,0.18,0.1471,375974.14,1798.95,-999,-999,-999,-999,999.71,7226.05,-999,8863.33,-999,-999,-999,-999,89.81,126.51,178.35,251.62,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,300.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,3.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,199,101,851.407,138.5403,7.5221,721.0905,428.2019,137.3293,7519.3,5996.98,-999,-999,-999,-999,999.58,113.61,-999,97.09,-999,-999,-999,-999,7.25,9.54,12.81,17.47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1000.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,0.3,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,205,95,1428.533,426.7929,356.4586,1459.9995,425.7677,563.1405,751.71,5999.43,-999,-999,-999,-999,999.98,48.22,-999,9.7,-999,-999,-999,-999,3.05,3.28,3.63,4.21,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1000.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,0.1,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,69,231,3417.069,1132.8634,3713.8692,11233.0295,7822.1544,21160.9475,250.46,5996.45,-999,-999,-999,-999,999.5,62.15,-999,3.23,-999,-999,-999,-999,2.86,2.85,2.95,2.88,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1000.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,1.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,184,116,863.5385,319.9784,168.8963,854.4845,364.3062,185.8011,2510.54,5997.43,-999,-999,-999,-999,999.65,56.34,-999,32.42,-999,-999,-999,-999,4.37,5.38,6.84,8.86,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1000.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,2.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,191,109,849.612,146.384,13.9712,717.995,378.6137,145.3031,5006.73,5997.34,-999,-999,-999,-999,999.63,85.57,-999,64.65,-999,-999,-999,-999,5.99,7.7,10.15,13.68,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1000.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,0.2,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,208,92,1772.154,570.1378,654.8404,1991.7865,724.9619,1292.73,501.21,6000.15,-999,-999,-999,-999,1000.1,48.46,-999,6.47,-999,-999,-999,-999,2.91,3.03,3.19,3.42,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1000.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,10.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,204,96,727.26,3.31,2.3826,725.224,544.7876,3.9315,25058.23,5998.73,-999,-999,-999,-999,999.87,289.89,-999,323.52,-999,-999,-999,-999,13.11,17.9,24.75,34.46,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1000.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,0.5,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,201,99,1181.768,367.061,219.532,1183.719,457.3399,273.132,1249.7,5998.09,-999,-999,-999,-999,999.76,49.55,-999,16.14,-999,-999,-999,-999,3.37,3.9,4.63,5.66,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1000.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,5.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,201,99,727.211,6.804,129.684,723.419,475.9684,132.9802,12534.6,5996.9,-999,-999,-999,-999,999.56,158.35,-999,161.86,-999,-999,-999,-999,9.31,12.48,17.03,23.53,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1000.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,20.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,194,106,727.4625,1.8578,1.4815,726.0705,576.7746,2.3923,50103.2,5999.2,-999,-999,-999,-999,999.95,552.21,-999,646.85,-999,-999,-999,-999,18.41,25.42,35.44,49.61,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1000.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,50.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,190,110,727.481,0.9398,0.8096,726.738,632.34,1.3348,125325.41,5998.91,-999,-999,-999,-999,999.9,1340.21,-999,1618.04,-999,-999,-999,-999,28.9,40.28,56.49,79.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1000.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,100.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,206,94,727.623,0.7054,0.5808,727.227,653.6459,0.8202,250646.95,5999.85,-999,-999,-999,-999,1000.06,2651.89,-999,3235.77,-999,-999,-999,-999,40.66,56.94,80.0,112.66,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1000.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,200.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,211,89,727.552,0.417,0.3786,727.3615,656.7419,0.472,501264.03,6000.59,-999,-999,-999,-999,1000.18,5278.4,-999,6470.77,-999,-999,-999,-999,57.23,80.37,113.18,159.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1000.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,300.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,194,106,727.591,0.3401,0.2787,727.35,663.002,0.4455,751901.03,5997.79,-999,-999,-999,-999,999.71,7903.82,-999,9708.47,-999,-999,-999,-999,69.93,98.34,138.62,195.58,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1000.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,500.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,218,82,727.5705,0.2653,0.3082,727.4555,652.639,0.329,1253257.33,5998.66,-999,-999,-999,-999,999.86,13157.4,-999,16180.76,-999,-999,-999,-999,90.11,126.91,179.0,252.65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1000.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,1000.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,297,3,217.261,0.1156,0.0926,217.259,0.121,0.0942,751950.09,1798.87,-999,-999,-999,-999,999.63,14437.24,-999,17727.38,-999,-999,-999,-999,126.81,178.86,252.32,356.02,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,300.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,1000.0,0,0,99999999,['nx'],['nx'],['nx'],1,1,300,246,54,727.599,0.1904,0.181,727.537,598.6276,0.215,2506586.42,6001.29,-999,-999,-999,-999,1000.29,26282.13,-999,32355.38,-999,-999,-999,-999,127.15,179.29,253.05,357.37,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1000.0,-999,-999,-999,-999,-999,-999
