sim_type,pulse_shape,bin_width_ms,peak_amplitude,peak_amp_relative,overall_amplitude,position,angle,trigger,background_level,sim_det,base_det,analysis_det,num_analysis_det,total_sim,successful_runs,failed_runs,median_mvt_ms,mvt_err_lower,mvt_err_upper,all_median_mvt_ms,all_mvt_err_lower,all_mvt_err_upper,mean_src_counts,mean_bkgd_counts,mean_src_counts_total,mean_src_counts_template,mean_src_counts_feature,mean_bkgd_counts_feature_local,mean_back_avg_cps,MVT_snr,MVT_snr_position,S_flu,S_flu_total,S_flu_template,S_flu_feature_avg,S_flu_feature_local,S16,S32,S64,S128,S16_total,S32_total,S64_total,S128_total,S16_template,S32_template,S64_template,S128_template,S16_feature,S32_feature,S64_feature,S128_feature,sigma,center_time,width,peak_time_ratio,start_time,rise_time,decay_time
function,gaussian,10.0,10,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,191,109,746.624,3.0322,1.9138,744.562,569.9381,3.6001,25059.14,5998.06,-999,-999,-999,-999,999.75,294.36,-999,323.55,-999,-999,-999,-999,13.09,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,10,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,195,105,217.932,3.9008,37.5054,215.781,130.002,39.5222,7515.41,1797.39,-999,-999,-999,-999,998.83,158.87,-999,177.25,-999,-999,-999,-999,12.81,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.3,-999,-999,-999,-999,-999,-999
function,gaussian,10.0,30,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,192,108,253.511,0.9546,0.9934,253.18,80.0074,1.3924,22562.26,1799.09,-999,-999,-999,-999,999.77,479.24,-999,531.87,-999,-999,-999,-999,22.19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.3,-999,-999,-999,-999,-999,-999
function,gaussian,3.0,30,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,210,90,224.0405,0.7857,0.7872,223.6715,161.2541,0.9709,22555.24,1798.51,-999,-999,-999,-999,999.46,453.98,-999,531.79,-999,-999,-999,-999,22.19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.3,-999,-999,-999,-999,-999,-999
function,gaussian,0.3,10,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,208,92,218.0265,3.4381,38.9235,216.646,125.8146,12.653,7516.62,1797.83,-999,-999,-999,-999,999.08,158.81,-999,177.25,-999,-999,-999,-999,12.83,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.3,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,10,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,211,89,73.216,13.0506,13.2584,72.799,30.097,13.8676,2506.62,599.06,-999,-999,-999,-999,999.23,89.77,-999,102.38,-999,-999,-999,-999,12.49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1,-999,-999,-999,-999,-999,-999
function,gaussian,0.3,30,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,236,64,76.6715,0.9631,0.5005,76.541,25.6877,0.664,7519.34,598.79,-999,-999,-999,-999,998.74,264.86,-999,307.19,-999,-999,-999,-999,21.93,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,30,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,217,83,216.994,0.9511,0.9963,216.6955,138.6,1.2419,22558.2,1799.65,-999,-999,-999,-999,1000.08,447.29,-999,531.69,-999,-999,-999,-999,22.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.3,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,10,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,204,96,727.26,3.31,2.3826,725.224,544.7876,3.9315,25058.23,5998.73,-999,-999,-999,-999,999.87,289.89,-999,323.52,-999,-999,-999,-999,13.11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,0.1,30,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,225,75,72.604,0.9183,0.5482,72.385,31.4753,0.7536,7519.94,598.61,-999,-999,-999,-999,998.45,258.48,-999,307.26,-999,-999,-999,-999,21.93,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1,-999,-999,-999,-999,-999,-999
